nuc,name,category_name,category_code,total
,Australian and New Zealand College of Anaesthetists.,Magazines & Newsletters,magazine,0
,Australian and New Zealand College of Anaesthetists.,"Music, Audio & Video",music,0
,Australian and New Zealand College of Anaesthetists.,Research & Reports,research,0
VANAN:IR,Australian and New Zealand College of Anaesthetists. ANZCA Institutional Repository .,Books & Libraries,book,221
VANAN:IR,Australian and New Zealand College of Anaesthetists. ANZCA Institutional Repository .,"Diaries, Letters & Archives",diary,0
VANAN:IR,Australian and New Zealand College of Anaesthetists. ANZCA Institutional Repository .,"Images, Maps & Artefacts",image,0
VANAN:IR,Australian and New Zealand College of Anaesthetists. ANZCA Institutional Repository .,Magazines & Newsletters,magazine,0
VANAN:IR,Australian and New Zealand College of Anaesthetists. ANZCA Institutional Repository .,"Music, Audio & Video",music,2
VANAN:IR,Australian and New Zealand College of Anaesthetists. ANZCA Institutional Repository .,Research & Reports,research,599
VANAN,Australian and New Zealand College of Anaesthetists. ANZCA Library.,Books & Libraries,book,4643
VANAN,Australian and New Zealand College of Anaesthetists. ANZCA Library.,"Diaries, Letters & Archives",diary,6
VANAN,Australian and New Zealand College of Anaesthetists. ANZCA Library.,"Images, Maps & Artefacts",image,2
VANAN,Australian and New Zealand College of Anaesthetists. ANZCA Library.,Magazines & Newsletters,magazine,0
VANAN,Australian and New Zealand College of Anaesthetists. ANZCA Library.,"Music, Audio & Video",music,59
VANAN,Australian and New Zealand College of Anaesthetists. ANZCA Library.,Research & Reports,research,120
VGKM,Australian and New Zealand College of Anaesthetists. Geoffrey Kaye Museum of Anaesthetic History.,Books & Libraries,book,8
VGKM,Australian and New Zealand College of Anaesthetists. Geoffrey Kaye Museum of Anaesthetic History.,"Diaries, Letters & Archives",diary,3
VGKM,Australian and New Zealand College of Anaesthetists. Geoffrey Kaye Museum of Anaesthetic History.,"Images, Maps & Artefacts",image,348
VGKM,Australian and New Zealand College of Anaesthetists. Geoffrey Kaye Museum of Anaesthetic History.,Magazines & Newsletters,magazine,0
VGKM,Australian and New Zealand College of Anaesthetists. Geoffrey Kaye Museum of Anaesthetic History.,"Music, Audio & Video",music,0
VGKM,Australian and New Zealand College of Anaesthetists. Geoffrey Kaye Museum of Anaesthetic History.,Research & Reports,research,0
WAAM,Australian Army Museum of Western Australia.,Books & Libraries,book,5
WAAM,Australian Army Museum of Western Australia.,"Diaries, Letters & Archives",diary,0
WAAM,Australian Army Museum of Western Australia.,"Images, Maps & Artefacts",image,8940
WAAM,Australian Army Museum of Western Australia.,Magazines & Newsletters,magazine,0
WAAM,Australian Army Museum of Western Australia.,"Music, Audio & Video",music,0
WAAM,Australian Army Museum of Western Australia.,Research & Reports,research,0
,Australian Broadcasting Corporation.,Books & Libraries,book,0
,Australian Broadcasting Corporation.,"Diaries, Letters & Archives",diary,0
,Australian Broadcasting Corporation.,"Images, Maps & Artefacts",image,0
,Australian Broadcasting Corporation.,Magazines & Newsletters,magazine,0
,Australian Broadcasting Corporation.,"Music, Audio & Video",music,0
,Australian Broadcasting Corporation.,Research & Reports,research,0
ABC:ARC,Australian Broadcasting Corporation. ABC Archive.,Books & Libraries,book,0
ABC:ARC,Australian Broadcasting Corporation. ABC Archive.,"Diaries, Letters & Archives",diary,0
ABC:ARC,Australian Broadcasting Corporation. ABC Archive.,"Images, Maps & Artefacts",image,0
ABC:ARC,Australian Broadcasting Corporation. ABC Archive.,Magazines & Newsletters,magazine,0
ABC:ARC,Australian Broadcasting Corporation. ABC Archive.,"Music, Audio & Video",music,0
ABC:ARC,Australian Broadcasting Corporation. ABC Archive.,Research & Reports,research,0
,Australian Broadcasting Corporation. ABC Brisbane Sound Library.,Books & Libraries,book,0
,Australian Broadcasting Corporation. ABC Brisbane Sound Library.,"Diaries, Letters & Archives",diary,0
,Australian Broadcasting Corporation. ABC Brisbane Sound Library.,"Images, Maps & Artefacts",image,0
,Australian Broadcasting Corporation. ABC Brisbane Sound Library.,Magazines & Newsletters,magazine,0
,Australian Broadcasting Corporation. ABC Brisbane Sound Library.,"Music, Audio & Video",music,0
,Australian Broadcasting Corporation. ABC Brisbane Sound Library.,Research & Reports,research,0
ABC:PC,Australian Broadcasting Corporation. ABC Pacific Collection.,Books & Libraries,book,0
ABC:PC,Australian Broadcasting Corporation. ABC Pacific Collection.,"Diaries, Letters & Archives",diary,0
ABC:PC,Australian Broadcasting Corporation. ABC Pacific Collection.,"Images, Maps & Artefacts",image,27
ABC:PC,Australian Broadcasting Corporation. ABC Pacific Collection.,Magazines & Newsletters,magazine,0
ABC:PC,Australian Broadcasting Corporation. ABC Pacific Collection.,"Music, Audio & Video",music,120
ABC:PC,Australian Broadcasting Corporation. ABC Pacific Collection.,Research & Reports,research,0
ABC:PL,Australian Broadcasting Corporation. ABC Pool.,Books & Libraries,book,0
ABC:PL,Australian Broadcasting Corporation. ABC Pool.,"Diaries, Letters & Archives",diary,0
ABC:PL,Australian Broadcasting Corporation. ABC Pool.,"Images, Maps & Artefacts",image,0
ABC:PL,Australian Broadcasting Corporation. ABC Pool.,Magazines & Newsletters,magazine,0
ABC:PL,Australian Broadcasting Corporation. ABC Pool.,"Music, Audio & Video",music,0
ABC:PL,Australian Broadcasting Corporation. ABC Pool.,Research & Reports,research,0
ABC:RN,Australian Broadcasting Corporation. ABC Radio National.,Books & Libraries,book,3128
ABC:RN,Australian Broadcasting Corporation. ABC Radio National.,"Diaries, Letters & Archives",diary,0
ABC:RN,Australian Broadcasting Corporation. ABC Radio National.,"Images, Maps & Artefacts",image,1
ABC:RN,Australian Broadcasting Corporation. ABC Radio National.,Magazines & Newsletters,magazine,0
ABC:RN,Australian Broadcasting Corporation. ABC Radio National.,"Music, Audio & Video",music,438838
ABC:RN,Australian Broadcasting Corporation. ABC Radio National.,Research & Reports,research,2
NABC,Australian Broadcasting Corporation. ABC Reference Library.,Books & Libraries,book,0
NABC,Australian Broadcasting Corporation. ABC Reference Library.,"Diaries, Letters & Archives",diary,0
NABC,Australian Broadcasting Corporation. ABC Reference Library.,"Images, Maps & Artefacts",image,0
NABC,Australian Broadcasting Corporation. ABC Reference Library.,Magazines & Newsletters,magazine,0
NABC,Australian Broadcasting Corporation. ABC Reference Library.,"Music, Audio & Video",music,0
NABC,Australian Broadcasting Corporation. ABC Reference Library.,Research & Reports,research,0
ABC:FC,Australian Broadcasting Corporation. ABC Television - Four Corners.,Books & Libraries,book,3
ABC:FC,Australian Broadcasting Corporation. ABC Television - Four Corners.,"Diaries, Letters & Archives",diary,0
ABC:FC,Australian Broadcasting Corporation. ABC Television - Four Corners.,"Images, Maps & Artefacts",image,1
ABC:FC,Australian Broadcasting Corporation. ABC Television - Four Corners.,Magazines & Newsletters,magazine,0
ABC:FC,Australian Broadcasting Corporation. ABC Television - Four Corners.,"Music, Audio & Video",music,632
ABC:FC,Australian Broadcasting Corporation. ABC Television - Four Corners.,Research & Reports,research,6
XABC,Australian Broadcasting Corporation. Archive & Library Services - ABC Darwin.,Books & Libraries,book,0
XABC,Australian Broadcasting Corporation. Archive & Library Services - ABC Darwin.,"Diaries, Letters & Archives",diary,0
XABC,Australian Broadcasting Corporation. Archive & Library Services - ABC Darwin.,"Images, Maps & Artefacts",image,0
XABC,Australian Broadcasting Corporation. Archive & Library Services - ABC Darwin.,Magazines & Newsletters,magazine,0
XABC,Australian Broadcasting Corporation. Archive & Library Services - ABC Darwin.,"Music, Audio & Video",music,0
XABC,Australian Broadcasting Corporation. Archive & Library Services - ABC Darwin.,Research & Reports,research,0
,Australian Catholic University.,Books & Libraries,book,0
,Australian Catholic University.,"Diaries, Letters & Archives",diary,0
,Australian Catholic University.,"Images, Maps & Artefacts",image,0
,Australian Catholic University.,Magazines & Newsletters,magazine,0
,Australian Catholic University.,"Music, Audio & Video",music,0
,Australian Catholic University.,Research & Reports,research,0
AACU:AC,Australian Catholic University. ACU Art collection.,Books & Libraries,book,7
AACU:AC,Australian Catholic University. ACU Art collection.,"Diaries, Letters & Archives",diary,0
AACU:AC,Australian Catholic University. ACU Art collection.,"Images, Maps & Artefacts",image,1188
AACU:AC,Australian Catholic University. ACU Art collection.,Magazines & Newsletters,magazine,0
AACU:AC,Australian Catholic University. ACU Art collection.,"Music, Audio & Video",music,0
AACU:AC,Australian Catholic University. ACU Art collection.,Research & Reports,research,0
AACU:DC,Australian Catholic University. ACU Research Bank.,Books & Libraries,book,15
AACU:DC,Australian Catholic University. ACU Research Bank.,"Diaries, Letters & Archives",diary,0
AACU:DC,Australian Catholic University. ACU Research Bank.,"Images, Maps & Artefacts",image,0
AACU:DC,Australian Catholic University. ACU Research Bank.,Magazines & Newsletters,magazine,0
AACU:DC,Australian Catholic University. ACU Research Bank.,"Music, Audio & Video",music,0
AACU:DC,Australian Catholic University. ACU Research Bank.,Research & Reports,research,1036
NACU:E,Australian Catholic University. Australian Catholic University Library.,Books & Libraries,book,197928
NACU:E,Australian Catholic University. Australian Catholic University Library.,"Diaries, Letters & Archives",diary,890
NACU:E,Australian Catholic University. Australian Catholic University Library.,"Images, Maps & Artefacts",image,1899
NACU:E,Australian Catholic University. Australian Catholic University Library.,Magazines & Newsletters,magazine,1
NACU:E,Australian Catholic University. Australian Catholic University Library.,"Music, Audio & Video",music,20683
NACU:E,Australian Catholic University. Australian Catholic University Library.,Research & Reports,research,11850
AACU:ANDS,Australian Catholic University. Research Data via ANDS.,Books & Libraries,book,0
AACU:ANDS,Australian Catholic University. Research Data via ANDS.,"Diaries, Letters & Archives",diary,0
AACU:ANDS,Australian Catholic University. Research Data via ANDS.,"Images, Maps & Artefacts",image,0
AACU:ANDS,Australian Catholic University. Research Data via ANDS.,Magazines & Newsletters,magazine,0
AACU:ANDS,Australian Catholic University. Research Data via ANDS.,"Music, Audio & Video",music,0
AACU:ANDS,Australian Catholic University. Research Data via ANDS.,Research & Reports,research,89
,Australian Centre for the Moving Image.,Books & Libraries,book,0
,Australian Centre for the Moving Image.,"Diaries, Letters & Archives",diary,0
,Australian Centre for the Moving Image.,"Images, Maps & Artefacts",image,0
,Australian Centre for the Moving Image.,Magazines & Newsletters,magazine,0
,Australian Centre for the Moving Image.,"Music, Audio & Video",music,0
,Australian Centre for the Moving Image.,Research & Reports,research,0
VFM,Australian Centre for the Moving Image. Australian Centre for the Moving Image Collections.,Books & Libraries,book,166
VFM,Australian Centre for the Moving Image. Australian Centre for the Moving Image Collections.,"Diaries, Letters & Archives",diary,0
VFM,Australian Centre for the Moving Image. Australian Centre for the Moving Image Collections.,"Images, Maps & Artefacts",image,5
VFM,Australian Centre for the Moving Image. Australian Centre for the Moving Image Collections.,Magazines & Newsletters,magazine,0
VFM,Australian Centre for the Moving Image. Australian Centre for the Moving Image Collections.,"Music, Audio & Video",music,42847
VFM,Australian Centre for the Moving Image. Australian Centre for the Moving Image Collections.,Research & Reports,research,931
VFM:ANDS,Australian Centre for the Moving Image. Research Data via ANDS.,Books & Libraries,book,0
VFM:ANDS,Australian Centre for the Moving Image. Research Data via ANDS.,"Diaries, Letters & Archives",diary,0
VFM:ANDS,Australian Centre for the Moving Image. Research Data via ANDS.,"Images, Maps & Artefacts",image,0
VFM:ANDS,Australian Centre for the Moving Image. Research Data via ANDS.,Magazines & Newsletters,magazine,0
VFM:ANDS,Australian Centre for the Moving Image. Research Data via ANDS.,"Music, Audio & Video",music,0
VFM:ANDS,Australian Centre for the Moving Image. Research Data via ANDS.,Research & Reports,research,50
,Australian College of Applied Psychology.,Books & Libraries,book,0
,Australian College of Applied Psychology.,"Diaries, Letters & Archives",diary,0
,Australian College of Applied Psychology.,"Images, Maps & Artefacts",image,0
,Australian College of Applied Psychology.,Magazines & Newsletters,magazine,0
,Australian College of Applied Psychology.,"Music, Audio & Video",music,0
,Australian College of Applied Psychology.,Research & Reports,research,0
NACAP,Australian College of Applied Psychology. ACAP Library (Sydney).,Books & Libraries,book,6718
NACAP,Australian College of Applied Psychology. ACAP Library (Sydney).,"Diaries, Letters & Archives",diary,4
NACAP,Australian College of Applied Psychology. ACAP Library (Sydney).,"Images, Maps & Artefacts",image,8
NACAP,Australian College of Applied Psychology. ACAP Library (Sydney).,Magazines & Newsletters,magazine,0
NACAP,Australian College of Applied Psychology. ACAP Library (Sydney).,"Music, Audio & Video",music,1066
NACAP,Australian College of Applied Psychology. ACAP Library (Sydney).,Research & Reports,research,328
QACAP,Australian College of Applied Psychology. Brisbane Library.,Books & Libraries,book,2881
QACAP,Australian College of Applied Psychology. Brisbane Library.,"Diaries, Letters & Archives",diary,0
QACAP,Australian College of Applied Psychology. Brisbane Library.,"Images, Maps & Artefacts",image,2
QACAP,Australian College of Applied Psychology. Brisbane Library.,Magazines & Newsletters,magazine,0
QACAP,Australian College of Applied Psychology. Brisbane Library.,"Music, Audio & Video",music,387
QACAP,Australian College of Applied Psychology. Brisbane Library.,Research & Reports,research,152
VACAP,Australian College of Applied Psychology. Melbourne Library.,Books & Libraries,book,5609
VACAP,Australian College of Applied Psychology. Melbourne Library.,"Diaries, Letters & Archives",diary,6
VACAP,Australian College of Applied Psychology. Melbourne Library.,"Images, Maps & Artefacts",image,5
VACAP,Australian College of Applied Psychology. Melbourne Library.,Magazines & Newsletters,magazine,0
VACAP,Australian College of Applied Psychology. Melbourne Library.,"Music, Audio & Video",music,761
VACAP,Australian College of Applied Psychology. Melbourne Library.,Research & Reports,research,611
QECN,Australian College of Natural Medicine Pty Ltd. Endeavour College of Natural Health Library.,Books & Libraries,book,5507
QECN,Australian College of Natural Medicine Pty Ltd. Endeavour College of Natural Health Library.,"Diaries, Letters & Archives",diary,10
QECN,Australian College of Natural Medicine Pty Ltd. Endeavour College of Natural Health Library.,"Images, Maps & Artefacts",image,14
